用户: o0神之尽头0o [270832577]
来源歌单: o0神之尽头0o喜欢的音乐 [371024084]
目标歌单: 本地歌单 [18102697793]
执行时间: 2026-06-29T10:51:30.232Z
来源曲目: 752
云盘曲目: 1167
匹配待导入: 396
成功加入: 0
目标歌单原本已有而跳过: 344
云盘未匹配: 12
调用失败: 396
反向导入补偿: 开启

[失败清单]
1. 764. ComeBack音 [sourceSongId=413077052, targetSongId=413077052, code=0, message=unknown error]
298. 284. 当你孤单你会想起谁 [sourceSongId=191777, targetSongId=191777, code=0, message=unknown error]
299. 283. 痛彻心扉 [sourceSongId=454828914, targetSongId=454828914, code=0, message=unknown error]
300. 282. 我会好好的 [sourceSongId=297726, targetSongId=297726, code=0, message=unknown error]
301. 281. 第一次爱的人 [sourceSongId=1480380030, targetSongId=1480380030, code=0, message=unknown error]
302. 279. 红豆 [sourceSongId=298986, targetSongId=298986, code=0, message=unknown error]
303. 278. 听海 [sourceSongId=25657148, targetSongId=25657148, code=0, message=unknown error]
304. 277. 双人舞 [sourceSongId=5247625, targetSongId=5247625, code=0, message=unknown error]
305. 275. 从头再来 [sourceSongId=165676, targetSongId=165676, code=0, message=unknown error]
306. 272. 泡沫 [sourceSongId=233931, targetSongId=233931, code=0, message=unknown error]
307. 268. 爱转角 [sourceSongId=110452, targetSongId=110452, code=0, message=unknown error]
308. 267. Moonlight Shadow [sourceSongId=22623026, targetSongId=22623026, code=0, message=unknown error]
309. 251. Northern lights [sourceSongId=575973, targetSongId=575973, code=0, message=unknown error]
310. 248. 恋に恋して [sourceSongId=515143078, targetSongId=515143078, code=0, message=unknown error]
311. 243. らぶこーる [sourceSongId=22811457, targetSongId=22811457, code=0, message=unknown error]
312. 241. 彼女は旅に出る [sourceSongId=509106775, targetSongId=509106775, code=0, message=unknown error]
313. 240. 失眠飞行 [sourceSongId=1365898499, targetSongId=1365898499, code=0, message=unknown error]
314. 236. 此生不换 [sourceSongId=86363, targetSongId=86363, code=0, message=unknown error]
315. 232. Shivers (feat. Jessi & SUNMI) [sourceSongId=1897411863, targetSongId=1897411863, code=0, message=unknown error]
316. 229. こんなにも [sourceSongId=29953737, targetSongId=29953737, code=0, message=unknown error]
317. 223. aLIEz [sourceSongId=29307041, targetSongId=29307041, code=0, message=unknown error]
318. 211. 燕尾蝶 [sourceSongId=254270, targetSongId=254270, code=0, message=unknown error]
319. 210. 会呼吸的痛 [sourceSongId=254132, targetSongId=254132, code=0, message=unknown error]
320. 200. 当你 [sourceSongId=1480380031, targetSongId=1480380031, code=0, message=unknown error]
321. 199. 霜降 [sourceSongId=1318877229, targetSongId=1318877229, code=0, message=unknown error]
322. 198. 黄昏 [sourceSongId=191776, targetSongId=191776, code=0, message=unknown error]
323. 195. 知足 [sourceSongId=385965, targetSongId=385965, code=0, message=unknown error]
324. 194. 带我走 [sourceSongId=5243349, targetSongId=5243349, code=0, message=unknown error]
325. 193. 爱殇 (电视剧《东宫》插曲) [sourceSongId=1332153723, targetSongId=1332153723, code=0, message=unknown error]
326. 192. 寂寞边界 [sourceSongId=191751, targetSongId=37460620, code=0, message=unknown error]
327. 182. 舞娘 [sourceSongId=209718, targetSongId=209718, code=0, message=unknown error]
328. 175. The New York Nightfall [sourceSongId=1461366389, targetSongId=1461366389, code=0, message=unknown error]
329. 173. 骁 [sourceSongId=1860864828, targetSongId=1860864828, code=0, message=unknown error]
330. 172. 孤勇者 [sourceSongId=1901371647, targetSongId=1901371647, code=0, message=unknown error]
331. 171. She Is My Sin [sourceSongId=4209157, targetSongId=1951671796, code=0, message=unknown error]
332. 144. 北极星的眼泪 [sourceSongId=191722, targetSongId=191722, code=0, message=unknown error]
333. 142. Children of the Dark (2021) [sourceSongId=1880401005, targetSongId=1880401005, code=0, message=unknown error]
334. 141. Faster(Instrumental) [sourceSongId=32477156, targetSongId=32477156, code=0, message=unknown error]
335. 138. 谢谢你的爱1999 [sourceSongId=1897934132, targetSongId=1897934132, code=0, message=unknown error]
336. 135. RAVE [sourceSongId=1924995800, targetSongId=1924995800, code=0, message=unknown error]
337. 125. 莫斯科没有眼泪 [sourceSongId=383267, targetSongId=383267, code=0, message=unknown error]
338. 123. Daylight [sourceSongId=1372188635, targetSongId=1372188635, code=0, message=unknown error]
339. 121. 在你的身边 [sourceSongId=475479888, targetSongId=475479888, code=0, message=unknown error]
340. 120. 想你的365天 [sourceSongId=106368, targetSongId=106368, code=0, message=unknown error]
341. 118. Move Your Body (RAIZHELL Remix) [sourceSongId=1969098089, targetSongId=1969098089, code=0, message=unknown error]
342. 117. Rock Solid [sourceSongId=1840459016, targetSongId=1840459016, code=0, message=unknown error]
343. 113. 特斯河之赞 [sourceSongId=28258937, targetSongId=28258937, code=0, message=unknown error]
344. 105. 怎样 [sourceSongId=224000, targetSongId=224000, code=0, message=unknown error]
345. 104. 笼 [sourceSongId=2057534370, targetSongId=2057534370, code=0, message=unknown error]
346. 103. 冬天的秘密 [sourceSongId=189545, targetSongId=189545, code=0, message=unknown error]
347. 102. 字字句句 (Live版) [sourceSongId=2046990697, targetSongId=2046990697, code=0, message=unknown error]
348. 100. 向天再借五百年 [sourceSongId=30482519, targetSongId=30482519, code=0, message=unknown error]
349. 97. Sea Of Problems [sourceSongId=2025457557, targetSongId=2025457557, code=0, message=unknown error]
350. 95. 心如刀割 [sourceSongId=188671, targetSongId=188671, code=0, message=unknown error]
351. 93. 痴心绝对 [sourceSongId=114741, targetSongId=114741, code=0, message=unknown error]
352. 71. 手放开 [sourceSongId=114600, targetSongId=114600, code=0, message=unknown error]
353. 69. 浮光 [sourceSongId=2112196350, targetSongId=2112196350, code=0, message=unknown error]
354. 67. GoneBad(PHONK) [sourceSongId=2164852326, targetSongId=2164852326, code=0, message=unknown error]
355. 66. 国风硬曲 [sourceSongId=2609174600, targetSongId=2609174600, code=0, message=unknown error]
356. 64. 唢风吟 [sourceSongId=1947126587, targetSongId=1947126587, code=0, message=unknown error]
357. 63. 男儿当自强 [sourceSongId=64800, targetSongId=64800, code=0, message=unknown error]
358. 62. 偷心 [sourceSongId=190233, targetSongId=190233, code=0, message=unknown error]
359. 61. As Long as You Love Me [sourceSongId=16835303, targetSongId=16835303, code=0, message=unknown error]
360. 60. Rosy [sourceSongId=2604301718, targetSongId=2604301718, code=0, message=unknown error]
361. 59. GigaChad Theme (Phonk House Version) [sourceSongId=1974460387, targetSongId=1974460387, code=0, message=unknown error]
362. 58. La gloire à mes genoux [sourceSongId=428649319, targetSongId=428649319, code=0, message=unknown error]
363. 57. Wake (Deep Slowed) [sourceSongId=2609962190, targetSongId=2609962190, code=0, message=unknown error]
364. 54. 凑热闹 [sourceSongId=344403, targetSongId=344403, code=0, message=unknown error]
365. 53. Things You Said [sourceSongId=2065868022, targetSongId=2065868022, code=0, message=unknown error]
366. 51. 蜀绣 [sourceSongId=30621618, targetSongId=30621618, code=0, message=unknown error]
367. 50. One Last Kiss [sourceSongId=1824020871, targetSongId=1824020871, code=0, message=unknown error]
368. 49. 鳥の詩 [sourceSongId=28151022, targetSongId=28151022, code=0, message=unknown error]
369. 48. 精卫琵琶版 [sourceSongId=2007733647, targetSongId=2007733647, code=0, message=unknown error]
370. 47. 归零 [sourceSongId=2000845246, targetSongId=2000845246, code=0, message=unknown error]
371. 46. 诛仙我回来 [sourceSongId=144079, targetSongId=144079, code=0, message=unknown error]
372. 44. 词不达意 [sourceSongId=255858, targetSongId=255858, code=0, message=unknown error]
373. 43. 唯一 [sourceSongId=1807799505, targetSongId=1807799505, code=0, message=unknown error]
374. 42. 最爱 [sourceSongId=25920721, targetSongId=25920721, code=0, message=unknown error]
375. 41. 山海皆可平 [sourceSongId=2083785401, targetSongId=2083785401, code=0, message=unknown error]
376. 40. 沈园外 [sourceSongId=1808078153, targetSongId=1808078153, code=0, message=unknown error]
377. 39. 大地 (国语版) [sourceSongId=347675, targetSongId=347675, code=0, message=unknown error]
378. 38. 唯一 [sourceSongId=2083785152, targetSongId=2083785152, code=0, message=unknown error]
379. 36. CLOUD [sourceSongId=1876023432, targetSongId=1876023432, code=0, message=unknown error]
380. 34. 假如爱有天意 [sourceSongId=2034763683, targetSongId=2034763683, code=0, message=unknown error]
381. 32. Love Story [sourceSongId=19292984, targetSongId=19292984, code=0, message=unknown error]
382. 30. MONEY IN MY POCKET [sourceSongId=2067126532, targetSongId=2067126532, code=0, message=unknown error]
383. 29. The Phoenix [sourceSongId=26199445, targetSongId=26199445, code=0, message=unknown error]
384. 24. 半点心 [sourceSongId=349981, targetSongId=349981, code=0, message=unknown error]
385. 23. Once Upon A Time (House Mix) [sourceSongId=2114626833, targetSongId=2114626833, code=0, message=unknown error]
386. 18. 怒 Nu [sourceSongId=2704567388, targetSongId=2704567388, code=0, message=unknown error]
387. 17. Fast and Run [sourceSongId=2113235545, targetSongId=2113235545, code=0, message=unknown error]
388. 15. The King（Music） [sourceSongId=2745480944, targetSongId=2745480944, code=0, message=unknown error]
389. 14. 一个师傅仨徒弟 [sourceSongId=199768, targetSongId=199768, code=0, message=unknown error]
390. 13. Mystique [sourceSongId=2054608906, targetSongId=2054608906, code=0, message=unknown error]
391. 11. The Dawn [sourceSongId=1456310908, targetSongId=1456310908, code=0, message=unknown error]
392. 10. 雾里 [sourceSongId=1815085049, targetSongId=1815085049, code=0, message=unknown error]
393. 9. 天空之外 [sourceSongId=1372762575, targetSongId=1372762575, code=0, message=unknown error]
394. 5. 落了白 [sourceSongId=2068046512, targetSongId=2068046512, code=0, message=unknown error]
395. 4. Pretty Much（半夏心动） [sourceSongId=3378350482, targetSongId=3378350482, code=0, message=unknown error]
396. 2. 粼粼 [sourceSongId=2754981760, targetSongId=2754981760, code=0, message=unknown error]
